AT_STREET;ON_STREET;XSTREET;Geom;Geo Local Area;geo_point_2d
244;812;BRAEBURN ST AND UPLAND DRIVE;"{""coordinates"": [-123.06885427147436, 49.21790181802942], ""type"": ""Point""}";Victoria-Fraserview;49.21790181802942, -123.06885427147436
243;812;UPLAND DRIVE AND PRESTWICK DRIVE;"{""coordinates"": [-123.07026843594896, 49.21706467553213], ""type"": ""Point""}";Victoria-Fraserview;49.21706467553213, -123.07026843594896
243;815;E 60TH AV AND JASPER CRESCENT;"{""coordinates"": [-123.07014187825628, 49.215410538663576], ""type"": ""Point""}";Victoria-Fraserview;49.215410538663576, -123.07014187825628
300;839;KERR ST AND E KENT AV SOUTH;"{""coordinates"": [-123.04226278867743, 49.20652538127406], ""type"": ""Point""}";Killarney;49.20652538127406, -123.04226278867743
313;830;RIVER DIST. CROSSING AND MARINE WAY;"{""coordinates"": [-123.03084203815745, 49.206872849499476], ""type"": ""Point""}";Killarney;49.206872849499476, -123.03084203815745
307;837;E KENT AV NORTH AND KINROSS ST;"{""coordinates"": [-123.03668641547787, 49.206136315581375], ""type"": ""Point""}";Killarney;49.206136315581375, -123.03668641547787
307;839;E KENT AV SOUTH AND KINROSS ST;"{""coordinates"": [-123.036694280053, 49.20583682375913], ""type"": ""Point""}";Killarney;49.20583682375913, -123.036694280053
318;818;MATHESON CRESCENT AND RUMBLE AV;"{""coordinates"": [-123.02558489189977, 49.21480383841221], ""type"": ""Point""}";Killarney;49.21480383841221, -123.02558489189977
233;606;MCLEAN DRIVE AND WILLIAM ST;"{""coordinates"": [-123.07446027375875, 49.27399934743443], ""type"": ""Point""}";Grandview-Woodland;49.27399934743443, -123.07446027375875
231;606;ODLUM DRIVE AND WILLIAM ST;"{""coordinates"": [-123.07589985405771, 49.27401487197579], ""type"": ""Point""}";Grandview-Woodland;49.27401487197579, -123.07589985405771
231;607;ODLUM DRIVE AND CHARLES ST;"{""coordinates"": [-123.07591054798269, 49.27310895044203], ""type"": ""Point""}";Grandview-Woodland;49.27310895044203, -123.07591054798269
233;607;MCLEAN DRIVE AND CHARLES ST;"{""coordinates"": [-123.0744647402801, 49.27309424861162], ""type"": ""Point""}";Grandview-Woodland;49.27309424861162, -123.0744647402801
250;607;CHARLES ST AND COMMERCIAL DRIVE;"{""coordinates"": [-123.06956082447462, 49.27303930392168], ""type"": ""Point""}";Grandview-Woodland;49.27303930392168, -123.06956082447462
232;612;GRANT ST AND ODLUM DRIVE;"{""coordinates"": [-123.0759515743396, 49.27150013352488], ""type"": ""Point""}";Grandview-Woodland;49.27150013352488, -123.0759515743396
252;606;WILLIAM ST AND SALSBURY DRIVE;"{""coordinates"": [-123.06761463548759, 49.27393013734687], ""type"": ""Point""}";Grandview-Woodland;49.27393013734687, -123.06761463548759
252;607;SALSBURY DRIVE AND CHARLES ST;"{""coordinates"": [-123.06762676021393, 49.27302465651767], ""type"": ""Point""}";Grandview-Woodland;49.27302465651767, -123.06762676021393
252;611;KITCHENER ST AND SALSBURY DRIVE;"{""coordinates"": [-123.0676403167812, 49.27212106369647], ""type"": ""Point""}";Grandview-Woodland;49.27212106369647, -123.0676403167812
252;630;E 1ST AV AND SALSBURY DRIVE;"{""coordinates"": [-123.06768509649804, 49.26958312464301], ""type"": ""Point""}";Grandview-Woodland;49.26958312464301, -123.06768509649804
250;765;WAVERLEY AV AND VICTORIA DRIVE;"{""coordinates"": [-123.06568188856487, 49.22717422550358], ""type"": ""Point""}";Victoria-Fraserview;49.22717422550358, -123.06568188856487
250;794;VICTORIA DRIVE AND E 51ST AV;"{""coordinates"": [-123.06579212351703, 49.223141243764104], ""type"": ""Point""}";Victoria-Fraserview;49.223141243764104, -123.06579212351703
254;762;GLADSTONE ST AND E 47TH AV;"{""coordinates"": [-123.06229086446781, 49.22762152216034], ""type"": ""Point""}";Victoria-Fraserview;49.22762152216034, -123.06229086446781
261;762;NANAIMO ST AND E 47TH AV;"{""coordinates"": [-123.05907220260586, 49.22758265328094], ""type"": ""Point""}";Victoria-Fraserview;49.22758265328094, -123.05907220260586
210;805;E 55TH AV AND FRASER ST;"{""coordinates"": [-123.09090583349094, 49.219952837502866], ""type"": ""Point""}";Sunset;49.219952837502866, -123.09090583349094
197;807;E 56TH AV AND PRINCE EDWARD ST;"{""coordinates"": [-123.0977261706611, 49.219209179501725], ""type"": ""Point""}";Sunset;49.219209179501725, -123.0977261706611
236;837;E KENT AV NORTH AND BORDEN ST;"{""coordinates"": [-123.07397858005511, 49.209529357732904], ""type"": ""Point""}";Victoria-Fraserview;49.209529357732904, -123.07397858005511
241;831;ARGYLE ST AND ISLAND AV;"{""coordinates"": [-123.07131334926407, 49.210057708139594], ""type"": ""Point""}";Victoria-Fraserview;49.210057708139594, -123.07131334926407
237;822;ARGYLE ST AND E 63RD AV;"{""coordinates"": [-123.07207144541691, 49.21286767990591], ""type"": ""Point""}";Victoria-Fraserview;49.21286767990591, -123.07207144541691
221;806;ROSS ST AND E 55TH AV;"{""coordinates"": [-123.0830291409553, 49.219846866461616], ""type"": ""Point""}";Sunset;49.219846866461616, -123.0830291409553
212;805;PRINCE ALBERT ST AND E 55TH AV;"{""coordinates"": [-123.08774943552817, 49.21991740826329], ""type"": ""Point""}";Sunset;49.21991740826329, -123.08774943552817
212;807;E 56TH AV AND PRINCE ALBERT ST;"{""coordinates"": [-123.08777600101665, 49.219068297153555], ""type"": ""Point""}";Sunset;49.219068297153555, -123.08777600101665
300;691;RUPERT ST AND E 17TH AV;"{""coordinates"": [-123.03379481512351, 49.25473170182757], ""type"": ""Point""}";Renfrew-Collingwood;49.25473170182757, -123.03379481512351
297;698;WINDERMERE ST AND E 21ST AV;"{""coordinates"": [-123.03653863799614, 49.25148619171283], ""type"": ""Point""}";Renfrew-Collingwood;49.25148619171283, -123.03653863799614
297;692;WINDERMERE ST AND E 18TH AV;"{""coordinates"": [-123.03653319680485, 49.25400052860617], ""type"": ""Point""}";Renfrew-Collingwood;49.25400052860617, -123.03653319680485
297;691;WINDERMERE ST AND E 17TH AV;"{""coordinates"": [-123.03653085585864, 49.254738883860995], ""type"": ""Point""}";Renfrew-Collingwood;49.254738883860995, -123.03653085585864
297;685;E 15TH AV AND WINDERMERE ST;"{""coordinates"": [-123.0365190087948, 49.25639495195089], ""type"": ""Point""}";Renfrew-Collingwood;49.25639495195089, -123.0365190087948
292;691;E 17TH AV AND LILLOOET ST;"{""coordinates"": [-123.03905035809976, 49.25477569574538], ""type"": ""Point""}";Renfrew-Collingwood;49.25477569574538, -123.03905035809976
142;826;MONTCALM ST AND W 67TH AV;"{""coordinates"": [-123.13569060037234, 49.21081118156284], ""type"": ""Point""}";Marpole;49.21081118156284, -123.13569060037234
305;665;E 11TH AV AND SKEENA ST;"{""coordinates"": [-123.02849901500596, 49.260102435449134], ""type"": ""Point""}";Renfrew-Collingwood;49.260102435449134, -123.02849901500596
305;664;CORNETT ROAD AND SKEENA ST;"{""coordinates"": [-123.02848745825312, 49.26120367669903], ""type"": ""Point""}";Renfrew-Collingwood;49.26120367669903, -123.02848745825312
303;670;NATAL ST AND GRANDVIEW HIGHWAY;"{""coordinates"": [-123.03031496946431, 49.258138606555185], ""type"": ""Point""}";Renfrew-Collingwood;49.258138606555185, -123.03031496946431
308;700;ANZIO DRIVE AND SKEENA ST;"{""coordinates"": [-123.02852941301784, 49.25063112134148], ""type"": ""Point""}";Renfrew-Collingwood;49.25063112134148, -123.02852941301784
135;823;W 64TH AV AND CARTIER ST;"{""coordinates"": [-123.1376477968637, 49.21310134202611], ""type"": ""Point""}";Marpole;49.21310134202611, -123.1376477968637
124;830;ADERA ST AND SW MARINE DRIVE;"{""coordinates"": [-123.14370029588545, 49.20858283281101], ""type"": ""Point""}";Marpole;49.20858283281101, -123.14370029588545
216;791;WINDSOR ST AND E 50TH AV;"{""coordinates"": [-123.08527650424384, 49.224460900193826], ""type"": ""Point""}";Sunset;49.224460900193826, -123.08527650424384
216;790;WINDSOR ST AND E 49TH AV;"{""coordinates"": [-123.08525286494803, 49.22540885673122], ""type"": ""Point""}";Sunset;49.22540885673122, -123.08525286494803
218;762;E 47TH AV AND ELGIN ST;"{""coordinates"": [-123.08385351576169, 49.22784981908884], ""type"": ""Point""}";Sunset;49.22784981908884, -123.08385351576169
221;762;ROSS ST AND E 47TH AV;"{""coordinates"": [-123.08263497525083, 49.22783454169532], ""type"": ""Point""}";Sunset;49.22783454169532, -123.08263497525083
226;765;WAVERLEY AV AND INVERNESS ST;"{""coordinates"": [-123.07999848166335, 49.226978222646466], ""type"": ""Point""}";Sunset;49.226978222646466, -123.07999848166335
226;769;E 48TH AV AND INVERNESS ST;"{""coordinates"": [-123.08002531391948, 49.22616729010156], ""type"": ""Point""}";Sunset;49.22616729010156, -123.08002531391948
221;769;E 48TH AV AND ROSS ST;"{""coordinates"": [-123.08237851252856, 49.22621019848268], ""type"": ""Point""}";Sunset;49.22621019848268, -123.08237851252856
212;765;PRINCE ALBERT ST AND E 47TH AV;"{""coordinates"": [-123.08794569724536, 49.22733713160989], ""type"": ""Point""}";Sunset;49.22733713160989, -123.08794569724536
224;758;E 45TH AV AND SHERBROOKE ST;"{""coordinates"": [-123.08131551092141, 49.2290650131343], ""type"": ""Point""}";Sunset;49.2290650131343, -123.08131551092141
214;758;ST. CATHERINES ST AND E 45TH AV;"{""coordinates"": [-123.08652063232255, 49.22910993225576], ""type"": ""Point""}";Sunset;49.22910993225576, -123.08652063232255
211;758;CHESTER ST AND E 45TH AV;"{""coordinates"": [-123.08928260388943, 49.22914284914874], ""type"": ""Point""}";Sunset;49.22914284914874, -123.08928260388943
152;795;FREMLIN ST AND W 52ND AV;"{""coordinates"": [-123.12681291665007, 49.22389112224046], ""type"": ""Point""}";Oakridge;49.22389112224046, -123.12681291665007
124;636;FIR ST AND W 2ND AV;"{""coordinates"": [-123.14079165843069, 49.26970370497959], ""type"": ""Point""}";Fairview;49.26970370497959, -123.14079165843069
162;796;TISDALL ST AND W 52ND AV;"{""coordinates"": [-123.1209477978294, 49.22355727392292], ""type"": ""Point""}";Oakridge;49.22355727392292, -123.1209477978294
162;797;W 53RD AV AND TISDALL ST;"{""coordinates"": [-123.12073959994535, 49.22266188666026], ""type"": ""Point""}";Oakridge;49.22266188666026, -123.12073959994535
156;796;W 52ND AV AND HEATHER ST;"{""coordinates"": [-123.12368963972649, 49.223260621088635], ""type"": ""Point""}";Oakridge;49.223260621088635, -123.12368963972649
156;792;W 50TH AV AND HEATHER ST;"{""coordinates"": [-123.12361684572285, 49.22546563713819], ""type"": ""Point""}";Oakridge;49.22546563713819, -123.12361684572285
182;703;MANITOBA ST AND W 22ND AV;"{""coordinates"": [-123.10735618449162, 49.25100986108675], ""type"": ""Point""}";Riley Park;49.25100986108675, -123.10735618449162
190;706;MAIN ST AND E 23RD AV;"{""coordinates"": [-123.10100292024332, 49.25024847713826], ""type"": ""Point""}";Riley Park;49.25024847713826, -123.10100292024332
184;694;E 19TH AV AND W 19TH AV;"{""coordinates"": [-123.1047665206171, 49.25376410218597], ""type"": ""Point""}";Riley Park;49.25376410218597, -123.1047665206171
203;689;CAROLINA ST AND E 16TH AV;"{""coordinates"": [-123.09184312655161, 49.25646012609955], ""type"": ""Point""}";Mount Pleasant;49.25646012609955, -123.09184312655161
194;689;SOPHIA ST AND E 16TH AV;"{""coordinates"": [-123.09843130713011, 49.256564721625516], ""type"": ""Point""}";Mount Pleasant;49.256564721625516, -123.09843130713011
190;690;E 16TH AV AND MAIN ST;"{""coordinates"": [-123.10122753995722, 49.25658432582617], ""type"": ""Point""}";Mount Pleasant;49.25658432582617, -123.10122753995722
186;690;QUEBEC ST AND E 16TH AV;"{""coordinates"": [-123.10323208085363, 49.256620799814584], ""type"": ""Point""}";Mount Pleasant;49.256620799814584, -123.10323208085363
182;690;MANITOBA ST AND W 16TH AV;"{""coordinates"": [-123.10710476016682, 49.25670583257136], ""type"": ""Point""}";Mount Pleasant;49.25670583257136, -123.10710476016682
179;691;COLUMBIA ST AND W 17TH AV;"{""coordinates"": [-123.10974464427127, 49.25575421579469], ""type"": ""Point""}";Riley Park;49.25575421579469, -123.10974464427127
190;691;E 17TH AV AND MAIN ST;"{""coordinates"": [-123.10126631428226, 49.255680515362734], ""type"": ""Point""}";Riley Park;49.255680515362734, -123.10126631428226
191;691;E 17TH AV AND WATSON ST;"{""coordinates"": [-123.10071898875421, 49.25567073924443], ""type"": ""Point""}";Riley Park;49.25567073924443, -123.10071898875421
194;691;SOPHIA ST AND E 17TH AV;"{""coordinates"": [-123.09846247837848, 49.2556611164833], ""type"": ""Point""}";Riley Park;49.2556611164833, -123.09846247837848
203;691;CAROLINA ST AND E 17TH AV;"{""coordinates"": [-123.0918751968072, 49.25556149638434], ""type"": ""Point""}";Riley Park;49.25556149638434, -123.0918751968072
199;692;ST. GEORGE ST AND E 18TH AV;"{""coordinates"": [-123.09384137907614, 49.25468646239492], ""type"": ""Point""}";Riley Park;49.25468646239492, -123.09384137907614
179;693;W 18TH AV AND COLUMBIA ST;"{""coordinates"": [-123.10978927002967, 49.254764663304755], ""type"": ""Point""}";Riley Park;49.254764663304755, -123.10978927002967
179;694;COLUMBIA ST AND W 19TH AV;"{""coordinates"": [-123.10982912418844, 49.253861190436965], ""type"": ""Point""}";Riley Park;49.253861190436965, -123.10982912418844
182;694;MANITOBA ST AND W 19TH AV;"{""coordinates"": [-123.10723222221064, 49.25381231217017], ""type"": ""Point""}";Riley Park;49.25381231217017, -123.10723222221064
206;665;E 11TH AV AND CAROLINA ST;"{""coordinates"": [-123.09108509856513, 49.26063593539825], ""type"": ""Point""}";Mount Pleasant;49.26063593539825, -123.09108509856513
201;665;E 11TH AV AND ST. GEORGE ST;"{""coordinates"": [-123.09301861668665, 49.260650397409606], ""type"": ""Point""}";Mount Pleasant;49.260650397409606, -123.09301861668665
198;665;GUELPH ST AND E 11TH AV;"{""coordinates"": [-123.09495396773225, 49.26066686747047], ""type"": ""Point""}";Mount Pleasant;49.26066686747047, -123.09495396773225
197;665;PRINCE EDWARD ST AND E 11TH AV;"{""coordinates"": [-123.09617557795995, 49.260676975129726], ""type"": ""Point""}";Mount Pleasant;49.260676975129726, -123.09617557795995
197;664;E 11TH AV AND PRINCE EDWARD ST;"{""coordinates"": [-123.09613953660049, 49.26105641408179], ""type"": ""Point""}";Mount Pleasant;49.26105641408179, -123.09613953660049
194;770;E 11TH AV AND SOPHIA ST;"{""coordinates"": [-123.09827556959398, 49.2610886458329], ""type"": ""Point""}";Mount Pleasant;49.2610886458329, -123.09827556959398
194;683;E 13TH AV AND SOPHIA ST;"{""coordinates"": [-123.09833856546547, 49.25928013204449], ""type"": ""Point""}";Mount Pleasant;49.25928013204449, -123.09833856546547
197;683;E 13TH AV AND PRINCE EDWARD ST;"{""coordinates"": [-123.09631037717166, 49.25925026731066], ""type"": ""Point""}";Mount Pleasant;49.25925026731066, -123.09631037717166
159;648;W 8TH AV AND WILLOW ST;"{""coordinates"": [-123.12178859554064, 49.26424082441607], ""type"": ""Point""}";Fairview;49.26424082441607, -123.12178859554064
165;648;ASH ST AND W 8TH AV;"{""coordinates"": [-123.11746896088765, 49.26417060068716], ""type"": ""Point""}";Fairview;49.26417060068716, -123.11746896088765
163;650;W BROADWAY AND HEATHER ST;"{""coordinates"": [-123.1198718823654, 49.263298503113866], ""type"": ""Point""}";Fairview;49.263298503113866, -123.1198718823654
170;739;W 37TH AV AND CAMBIE ST;"{""coordinates"": [-123.11604550504448, 49.237247841706335], ""type"": ""Point""}";South Cambie;49.237247841706335, -123.11604550504448
175;741;ALBERTA ST AND W 38TH AV;"{""coordinates"": [-123.11331425638171, 49.23621012658281], ""type"": ""Point""}";Riley Park;49.23621012658281, -123.11331425638171
172;822;W 63RD AV AND YUKON ST;"{""coordinates"": [-123.11463003635956, 49.213170842643514], ""type"": ""Point""}";Marpole;49.213170842643514, -123.11463003635956
170;824;CAMBIE ST AND W 64TH AV;"{""coordinates"": [-123.11702477156103, 49.21230533462914], ""type"": ""Point""}";Marpole;49.21230533462914, -123.11702477156103
165;825;ASH ST AND W 65TH AV;"{""coordinates"": [-123.12022152029995, 49.21148313871395], ""type"": ""Point""}";Marpole;49.21148313871395, -123.12022152029995
132;830;W 70TH AV AND FRENCH ST;"{""coordinates"": [-123.13919057589317, 49.20860446581993], ""type"": ""Point""}";Marpole;49.20860446581993, -123.13919057589317
138;830;W 70TH AV AND MONTCALM ST;"{""coordinates"": [-123.1361293788684, 49.208559323653496], ""type"": ""Point""}";Marpole;49.208559323653496, -123.1361293788684
125;830;W 70TH AV AND SW MARINE DRIVE;"{""coordinates"": [-123.14218567179351, 49.20855871979742], ""type"": ""Point""}";Marpole;49.20855871979742, -123.14218567179351
090;823;ANGUS DRIVE AND LABURNUM ST;"{""coordinates"": [-123.14853879127683, 49.21182952638451], ""type"": ""Point""}";Marpole;49.21182952638451, -123.14853879127683
087;830;W 64TH AV AND SW MARINE DRIVE;"{""coordinates"": [-123.15185164861198, 49.21260226772308], ""type"": ""Point""}";Kerrisdale;49.21260226772308, -123.15185164861198
088;823;W 64TH AV AND LABURNUM ST;"{""coordinates"": [-123.15041164811129, 49.213162534289836], ""type"": ""Point""}";Kerrisdale;49.213162534289836, -123.15041164811129
123;823;W 64TH AV AND EAST BOULEVARD;"{""coordinates"": [-123.14658961550799, 49.21324586885515], ""type"": ""Point""}";Marpole;49.21324586885515, -123.14658961550799
124;824;ADERA ST AND W 65TH AV;"{""coordinates"": [-123.14356371972112, 49.212306270535606], ""type"": ""Point""}";Marpole;49.212306270535606, -123.14356371972112
123;824;W 65TH AV AND EAST BOULEVARD;"{""coordinates"": [-123.14606547737274, 49.2123471929853], ""type"": ""Point""}";Marpole;49.2123471929853, -123.14606547737274
125;827;CORNISH ST AND W 68TH AV;"{""coordinates"": [-123.14203378614373, 49.2105389324232], ""type"": ""Point""}";Marpole;49.2105389324232, -123.14203378614373
132;826;W 67TH AV AND FRENCH ST;"{""coordinates"": [-123.13914029439098, 49.210863163235196], ""type"": ""Point""}";Marpole;49.210863163235196, -123.13914029439098
137;826;W 67TH AV AND HAIG ST;"{""coordinates"": [-123.13700834560352, 49.2108297845005], ""type"": ""Point""}";Marpole;49.2108297845005, -123.13700834560352
130;823;W 64TH AV AND GRANVILLE ST;"{""coordinates"": [-123.14036896796884, 49.213143700360554], ""type"": ""Point""}";Marpole;49.213143700360554, -123.14036896796884
